,Date,EventRootCode,NumMentions,NumSources,NumArticles,summary
1355,2022-12-31,7,309,45,304,"Lithuania's parliament passed a law to provide 37 million euros for Holocaust survivors and their heirs. The Marshall Plan is considered unnecessary by political leaders including Ursula von der Leyen, Giuseppe Conte, and Pedro Sanchez. Raleigh plans to spend $250,000 to address homelessness through hotels, rent, relocation, and transportation. Bradford MPs disclose additional earnings and gifts after a report on Russia and China. iThera Medical secures €13 million funding to develop medical imaging technology."
1356,2022-12-31,8,208,36,208,"Venezuelan lawmakers voted against new elections and to remove Nicolás Maduro from power, resulting in the end of Juan Guaidó's interim presidency. The year 2023 is anticipated to bring important border policy decisions and aggressive oversight hearings in the House of Representatives. Additionally, the Department of Homeland Security released almost 1,400 convicted illegal alien criminals into American communities in less than three months. These summaries encompass consultations, calls for action, and the act of releasing criminals into society."
1357,2022-12-31,11,248,52,233,"A U.S. ambassador is calling for greater attention to family violence complaints. The governor of New York, Kathy Hochul, is sticking by her controversial Court of Appeals chief judge nominee, despite opposition in the state Senate. Two local businesses are joining forces to create a nationwide service. The hosts of Sounds Like A Cult recognize Starbucks as more than just a coffee brand. The KOSU Daily provides news and shows in Oklahoma."
1358,2022-12-31,17,163,32,163,"1. The suspect who stole Meek Mill's phone has been arrested and will face legal consequences. Meek Mill performed at the 2022 Afro Nation concert.

2. The Department of Homeland Security has released nearly 1,400 illegal alien convicted criminals into American communities. Various orders and parole were given to these individuals. This action has raised concerns about public safety.

3. The Securities Commission of the Bahamas has seized $3.5 billion in cryptocurrency from the failed exchange FTX. Former CEO Sam Bankman-Fried awaits trial in the United States.

4. The weather in Louisville, KY is forecasted to be mostly cloudy, cool, and breezy.

5. Barbara Walters passed away peacefully at her home. She was a respected journalist, receiving 12 Emmys, known for her direct interview style."
1359,2022-12-31,19,309,53,281,"North Korea launched a missile following South Korea's accusation of flying drones into its airspace. Journalists' deaths have increased over the past 20 years, with 58 killed this year. Different subvariants of the Omicron coronavirus continue to circulate globally, contributing to COVID-19 cases and deaths. XBB.1.5 is estimated to account for over 40% of new COVID-19 cases. These summaries fall under various event types, including public announcements, requests for action, consultations, and cooperative diplomatic activities."
1360,2023-01-01,1,523,120,521,"In the top-5 related article summaries, we see a range of events. There is news about the passing of Pope Emeritus Benedict XVI, with the Prime Minister expressing condolences. An Australian news source faced controversy over its progressive-themed New Year's Eve show. A former terrorism tsar advises a partner of a blacklisted Chinese firm involved in nuclear weapons. Tens of thousands in Buffalo are without heat due to a blizzard. The Izmir Jewish Heritage Project is undertaking a significant restoration of synagogues. These summaries cover events related to consultation, announcements, controversies, and humanitarian issues."
1361,2023-01-01,2,319,61,314,"Brazilian President-elect Lula da Silva met with representatives of Russia and Ukraine, calling for an end to their conflict. China accused the United States of distorting facts after an aircraft clash in the South China Sea. Black Americans with advanced qualifications are twice as likely to be denied a loan. A commercial fire at the Bank of America on Hawthorne was successfully contained by firefighters. A man accused of locking a woman in a cinder block cell in Oregon has an Oct. 17 trial date."
1362,2023-01-01,3,237,47,237,"In the first article, Brazilian president-elect Lula da Silva called for an end to the conflict between Russia and Ukraine. He had separate meetings with representatives from both countries. The second article mentioned a powerful message written by Dame Vivienne Westwood on Stella Assange's wedding dress, while the third article reported Australia's vote against Israel, with New Zealand abstaining. Lastly, Volkswagen is recalling nearly 42,000 Beetles in the U.S. and Canada due to potentially dangerous Takata air bag inflators."
1363,2023-01-01,4,757,148,737,"The end of Covid-19 travel restrictions has brought positive prospects for airlines and airports worldwide, with air travel gradually returning to pre-Covid levels. While the outlook for the aviation industry this year is mainly positive, there are still risks ahead."
1364,2023-01-01,5,209,50,203,"1. Retired Pope Benedict was remembered for his piety and love for all people.
2. Syrian Kurdish-led forces launched an offensive against Daesh militants in Raqqa.
3. Activision Blizzard developer is unionizing.
4. North Korea is estimated to have enough material for 50 nuclear weapons.
5. Braymer is seeking the position of Warren County Board of Supervisors chair."
1365,2023-01-01,7,128,24,128,"The top-5 article summaries cover a range of topics. One article discusses criticisms of the United States' aid generosity, while another focuses on the development of affordable housing in Chattanooga. The third summary mentions various news topics, including crime and courts, politics, and education. The fourth summary highlights the accessibility and affordability of legal services through an app. Lastly, there is a mention of the importance of fleet size in achieving victory. In general, the summaries touch on subjects related to public announcements, consultations, collaborations, critiques, and cooperative activities."
1366,2023-01-01,8,188,37,188,"Venezuela and Colombia have fully reopened their shared border after a prolonged closure. In the US, stocks are falling despite stronger-than-expected retail sales. Iran's joint naval exercises near the Strait of Hormuz have heightened tensions with the US. Fashion designer Vivienne Westwood has penned a powerful message on the wedding dress of Stella Assange, as Julian Assange fights extradition to the US. Meanwhile, tens of thousands in Buffalo are without heat after a blizzard."
1367,2023-01-01,11,315,73,315,"The European Union has called on Rwanda to stop supporting the rebel group M23, which has captured territory in the Democratic Republic of Congo. North Korea fired three missiles amid tensions over drone flights. A former terrorism tsar advised a partner of a blacklisted Chinese firm involved in nuclear weapons. Emeritus pope Benedict XVI resigned from the Vatican but remained active, becoming a controversial figure. Braymer is seeking the position of Warren County Board of Supervisors chair."
1368,2023-01-01,17,88,20,88,"Juan Guaido, the self-declared ""interim president"" of Venezuela, has been removed and his parallel government dissolved by his own opposition party. Lawmakers are seeking unity ahead of the 2024 elections. Pakistani activist Malala Yousafzai, who survived a Taliban assassination attempt, continues to advocate for women's educational access despite religious extremists' opposition. Several jurisdictions in the US have banned ""conversion therapy"" for same-sex attractions, leading to legal disputes over free speech limitations. An 84-year-old woman caused a fatal car accident at a Toyota dealership, resulting in the death of a beloved nanny and dragging another person. NFL star Michael Oher has petitioned the court to end his conservatorship, claiming his ""adoptive"" parents profited from his story in ""The Blind Side."" AmpiChap offers affordable and accessible legal services through cost-effective apps, providing an alternative to traditional legal services."
1369,2023-01-01,19,229,43,229,"Protests are expected to continue in Baghdad, Iraq following the death of Maj. Gen. Qassem Soleimani, with increased security measures likely in the country. In Kyiv, Ukraine, multiple explosions killed one person and injured 28 others, targeting residential buildings and important landmarks. A controversial fireworks party in New Zealand is believed to have caused a large rural fire. The importance of fleet size in military victories is highlighted, with smaller fleets rarely winning battles against larger ones. Lastly, a fire at the Bank of America in Hawthorne, Oregon was successfully contained by firefighters, while a man accused of locking a woman in a cinder block cell has a trial date set for October 17th."
1370,2023-01-02,1,504,111,499,"Monique Ryan proposes mandatory pre-departure coronavirus testing for arrivals from China, Macau, Hong Kong, and potentially Europe and the United States. Gangsta Boo, a member of Three 6 Mafia, has passed away at the age of 43. There is an advanced website analyzer offered by SEO Tools Bin for optimizing websites and improving user experience. Dr. Atlas is known for standing alone as scientists were censored, which resulted in harmful consequences."
1371,2023-01-02,2,291,60,276,"Some senators are calling for the Central Bank of Nigeria and NIRSAL Micro Finance Bank to forfeit the recovery of credits given to Nigerians under the Targeted Credit Facility, which was aimed at mitigating the hardships caused by the COVID-19 pandemic. Meanwhile, a proposal has been made to enforce mandatory pre-departure coronavirus testing for arrivals from China, Macau, Hong Kong, Europe, and the United States. Additionally, a study found that the infection fatality rate (IFR) of COVID-19 among the non-elderly population varies by age, ranging from 0.0003 percent to 0.506 percent."
1372,2023-01-02,3,289,58,284,"The summaries include: African-American visitors going to Ghana to commemorate the 400th anniversary of the first slave ship landing in Virginia, Prince Harry giving a revealing interview to promote his memoir, the release of a long-awaited exposure draft on Digital Insurance by Bank Negara, Rayy Bannzz providing high-frequency trading education, and Roland Auctions NY's first sale focusing on Mid-Century-Modern."
1373,2023-01-02,4,821,204,803,"In Panama, there has been a record number of migrants arriving in 2022, particularly in the migrant camps in Meteti, Darien Province. In a different event, Kathryn and her team share their top interview picks from 2022. Lastly, a PennyWise podcast offers tips on making money-related resolutions stick."
1374,2023-01-02,5,422,90,408,"In summary, the top-5 related article summaries cover a range of events. They include the death of ex-pope Benedict XVI, a tragic fire that led to the escape of Mark and his wife but the loss of their beloved dogs, an analysis of Packaging Corporation of America's stock performance, and the services provided by SEO Tools Bin for digital marketing. These summaries do not directly fit into one event root type, as they touch on different subjects such as a declaration, personal tragedy, financial analysis, and digital marketing services."
1375,2023-01-02,7,214,30,214,"Environmentalists are being criticized for imposing protectionist non-tariff barriers on developing countries, which are contributing to a resurgence of diseases like malaria. China's President Xi Jinping expressed hope and confidence in his New Year address, emphasizing the ambition to build a modern socialist country. Patricia Sunderland, the finance director of East Greenwich, received a distinguished public service award. Matias Hernandez was born, and the family will be presented with a gift basket for the new baby and mom. Rayy Bannzz is providing high-frequency trading education, helping people profit in the financial markets."
1376,2023-01-02,8,162,24,150,"1. Immigration and Customs Enforcement officials report a significant increase in civil immigration workloads due to a rise in migrants at the southern border. The Biden administration's suspension of prioritizing the arrest and deportation of certain immigrants may cause fear among law-abiding undocumented individuals.

2. The 77-year-old leftist leader returned to the presidency after defeating Jair Bolsonaro. The inauguration received strong international support from 68 countries, including 20 heads of state or government.

3. Israel must respond to the Palestinian move at the United Nations and hold the Palestinian Authority accountable for pressuring Israel in the international arena.

4. The event root type for the given articles is ""consult"" which includes public statements, requests for action, plans of collaboration, consultations, diplomatic activities, and providing assistance or aid.

5. XAU/USD struggles to surpass $1,820 ahead of US ISM data, as per the forex market report from FXStreet."
1377,2023-01-02,11,235,54,235,"The top-5 related article summaries cover a range of topics. The first one discusses Dr. Atlas being censored and people dying due to the lack of truth. The second summary relates to Iran and its politics, economy, and nuclear energy. The third summary mentions a new book where a bitter prince expresses his desire to have his father and brother back. Lastly, the fourth summary highlights the prevalence of prostate cancer, particularly among black Trinbagonians."
1378,2023-01-02,17,94,18,94,"Environmentalists are imposing protectionist barriers, leading to malaria resurgence in developing countries. Netflix may ban password sharing from 2023. The world of freelancers is a constant source of frustration. Dr. Atlas stood alone as scientists were censored, causing deaths. There were repeated claims of ""you will not win""."
1379,2023-01-02,19,204,41,204,"Charles Sobhraj, 78, is set to be released from jail in Nepal on health grounds after being imprisoned since 2003 for murdering two North American tourists in the 1970s. In a separate incident, a man from Hartford has died from injuries sustained during a shooting in New York on December 30. Lastly, Taylor Fritz, ranked ninth in the world, defeated Alexander Zverev, ranked twelfth, in the 2022 Indian Wells tennis championship."
1380,2023-01-03,1,907,199,899,"In the five article summaries provided, the first two articles are unrelated to any specific event type. The third article mentions the allocation of funds for intensive case management services over a three-year period. Overall, the articles cover topics like alcohol abstinence, the causes of preventable death in the United States, and funding for case management services."
1381,2023-01-03,2,661,136,661,"In the top-5 related articles, one covers a general wanting ex-military critics to be tried and jailed, another discusses the European Union's efforts to coordinate checking incoming airline passengers from China for COVID-19 variants, a third involves Dianne Feinstein accusing trustees of financial abuse, the fourth mentions the cancellation of a trucker protest in Canada due to security breaches, and the last highlights the benefits of participating in ""Dry January"" to reduce alcohol abuse-related illnesses."
1382,2023-01-03,3,684,153,682,"Prince Harry expressed that there has been a lack of willingness to reconcile from his father, King Charles III, and his brother, Prince William, during an interview with Anderson Cooper. The interview will air on January 8, marking Harry's first public comments in the United States about the subject matter of his autobiography."
1383,2023-01-03,4,1559,346,1549,"The article summaries mention that the Solar Photovoltaic Market is projected to have impressive growth by 2023, with Canadian Solar Inc., BrightSource Energy, SunPower Corporation, Trina Solar, Yingli Solar, Wuxi Suntech Power Co. Ltd., and Jinko Solar being prominent players in the market."
1384,2023-01-03,5,551,124,538,"Peru's prime minister and foreign affairs minister met with high-ranking authorities from Latin America, Europe, and Asia to strengthen strategic alliances and foreign policy. Israeli FM Eli Cohen will discuss Iran and the Abraham Accords, while the US expresses commitment to a two-state solution. Mozambique joins the UN council, and Iran's Ayatollah Khamenei praises Soleimani and terrorists."
1385,2023-01-03,7,370,63,340,"The top 5 article summaries cover various topics. The first two summaries discuss Xi Jinping's New Year address, which is seen positively by the international community and conveys hope and confidence for peace and development. The third summary is about the ASX News and financial updates. The fourth summary mentions the excessive spending on Christmas gifts in the US. In summary, the articles touch on China's development, international perceptions of Xi's speech, financial news, and the overrated nature of Christmas."
1386,2023-01-03,8,357,61,349,"The article summaries provided include information on a range of topics, such as China implementing COVID testing for travelers to Australia, the Respect for Marriage Act recognizing same-sex and interracial marriages, WWE NXT match results, animal cruelty cases in Hull courts, and the requirement for Javascript to access certain content."
1387,2023-01-03,11,498,108,484,"A top-5 article summaries include discussions between defense ministers of Russia, Turkey, and Syria, allegations of a man in a relationship with a minor, accusations of financial abuse by denying funds, self-spreading vaccines, and the upcoming vote for the next speaker in the Full House of Representatives."
1388,2023-01-03,17,274,46,274,"Canada trucker protests were called off due to security breaches, risking public safety and possible sanctions. Social media star Andrew Tate and his brother were detained in Romania on charges of organized crime, human trafficking, and rape. Police investigated credit card fraud involving multiple suspects using stolen cards for fuel. Vernon's Big Apple Productions is holding auditions for a June production of Cabaret. Ezekiel Emanuel warns Americans about the need for high-quality masks to protect against the new COVID variant."
1389,2023-01-03,19,385,86,385,"Envoy from India and Pakistan are engaged in a heated exchange of accusations regarding terrorism. Migrants from China are taking a route through Ecuador to reach the dangerous Darien Gap jungle trail in Panama, with 122 Chinese people buying tickets per week. Former President Trump hints at running as a third-party candidate in the 2024 presidential election. Dianne Feinstein accuses trustees of financial abuse for denying her funds and calls for their suspension."
1390,2023-01-04,1,1038,213,1010,"There are several article summaries covering different topics. One article discusses upcoming government meetings in Corvallis, Oregon. Another article highlights the prevalence of social media scams and their financial impact. A third article looks at the emergence of a new Covid-19 variant called XBB.1.5. The fourth article discusses the long-term relationship of journalist Robin Roberts with her partner. Lastly, there is an article about a vote to withdraw from a federal law in Lake County."
1391,2023-01-04,2,684,129,664,"NASA Administrator Bill Nelson warns about China's plans to establish a permanent presence on the moon, citing their actions in the South China Sea. US, Saudi Arabia, UAE, and Egypt condemn Israeli minister's visit to Temple Mount. Dianne Feinstein accuses trustees of financial abuse for denying her funds and calls for their suspension. The accidental drowning of a 4-year-old boy prompts no plans to improve safety along the Yakima greenway. Republicans seek to block immediate release of materials from the Jan. 6 insurrection investigation to the National Archives."
1392,2023-01-04,3,834,146,814,"Here are the top-5 related article summaries:

1. Informa Design News is part of Informa PLC, offering various educational resources and advertising opportunities.

2. Andorran citizens can easily apply for an American visa through AMERICAN VISA FROM ANDORRA. An approved ESTA allows them to visit the U.S. for up to 90 days, and a new authorization is needed if the ESTA expires.

3. Oman Air has been named the most on-time airline in the Middle East and Africa region for 2022 by Cirium, followed by Royal Jordanian, Kuwait Airways, Emirates, and Qatar Airways.

4. Gretchen Valade, a Detroit arts patron and Carhartt heiress, has passed away at the age of 97. She was known for her support of various artistic projects and initiatives in Michigan.

5. The VW ID.7 electric sedan, based on the ID.Aero concept, has been revealed in camouflage. The production version is set to arrive in 2024."
1393,2023-01-04,4,1981,375,1956,"A majority of Americans predict economic trouble and political conflict in 2023, with high expectations of rising prices and a falling stock market. Additionally, 90% of people anticipate another discordant year and political conflict. Senator Duey Stroebel highlights the fact that Wisconsinites voted for stronger Republican majorities in the Legislature, representing the 20th Senate District including parts of Ozaukee, Washington, Fond du Lac, Calumet, and Wisconsin."
1394,2023-01-04,5,681,156,681,"The top-five related article summaries are as follows: 

1. Russia and Iran are deepening their military ties, and a defense partnership is starting to take shape, which could benefit the Kremlin's war against Ukraine.

2. An upcoming AAUW luncheon will feature speaker Ken Tingley, and the public is invited to attend.

3. The Associated Press (AP) is the most trusted source of fast, accurate, and unbiased news worldwide, reaching over half of the global population every day.

4. There is speculation surrounding President Biden's involvement in his family's business schemes, and a ""fictitious document"" listing indictments against Trump is seen as a trial run.

In summary, the articles cover various topics including Russia-Iran military ties, a community luncheon, the credibility of the Associated Press, and questions about President Biden's business involvement."
1395,2023-01-04,7,455,78,455,"1. A Buffalo lawmaker wants to allocate federal stimulus funds towards improving snow-fighting and emergency fleets.
2. Dianne Feinstein accuses trustees of financial abuse for denying her funds and calls for their suspension.
3. Challenges posed by environmentalists, First Nations politics, and provincial bureaucracy hinder progress in the Ring of Fire project, a valuable nickel-rich area in Ontario.
4. Lake County commissioners vote to withdraw from Public Law 280, a federal law that defines criminal jurisdiction over tribal members within reservation boundaries.
"
1396,2023-01-04,8,405,76,401,"In recent news, Malaysia's inclusion in the Trans-Pacific Partnership trade bloc is still uncertain as concerns remain about the cost versus the benefits. Following the death of Pope Benedict XVI, there is speculation on the future of Catholic conservatives without their admired leader. Additionally, a manatee county deputy showcased his life-saving skills by using CPR to revive a sergeant experiencing a heart attack."
1397,2023-01-04,11,620,120,584,"In the first article, US, Saudi Arabia, UAE, and Egypt condemn Israeli minister's visit to Temple Mount, calling it a ""provocative action"" and urging Israel to act responsibly. Dianne Feinstein accuses trustees of financial abuse and calls for their suspension. Scott Smith, county prosecutor, expresses his love for his job and the benefits it includes. Former Long Beach mayor is set to be sworn in as a member of the 118th Congress, but the process is stalled due to a disagreement over the new speaker. Adam Kinzinger makes a mocking swipe at House GOP in a political commentary."
1398,2023-01-04,17,354,65,347,"In the first article, lawmakers debated proposed regulation of Big Tech, with one pushing for free speech protection and the other calling for more censorship. The second article reported on a 32-year-old who was sentenced to 30 years in prison for fentanyl distribution, which resulted in a fatal overdose. Lastly, MSN appointed a new sysadmin to join their team."
1399,2023-01-04,19,326,77,318,"Russian forces carried out aerial attacks in Ukraine, as President Zelenskyy warns of a prolonged attack with Shahed drones. Twitter's surrender to the intelligence community on content moderation led to its involvement in the Trump-Russia scandal. Police search for a person of interest in a 2020 homicide case. Actors in Franco Zeffirelli's 1968 film ""Romeo and Juliet"" allege being forced to perform a nude bedroom scene. Dianne Feinstein accuses trustees of financial abuse."
1400,2023-01-05,1,1126,241,1115,"In the first article, a controversial move by Itamar Ben-Gvir has angered Palestinians and US allies in the Arab world. Western governments warn that this action threatens the status quo at Jerusalem's holy sites. Meanwhile, Zimbabwe's largest fast-food restaurant operator, Simbisa Brands, has invested millions in new stores and plans to open more outlets across Africa. In Minnesota, a permanent reparations commission has been formed as a step towards achieving racial justice. MSN has appointed a new sysadmin to join their team. Lastly, actor Dave Bautista has announced that his performance in ""Guardians of the Galaxy Vol. 3"" will be his final as Drax the Destroyer."
1401,2023-01-05,2,654,125,650,"In a unique turn of events since 1923, Byron Donalds and Hakeem Jeffries have been nominated for the role of House Speaker. Simbisa Brands, Zimbabwe's largest fast-food restaurant operator, has invested $4.5 million in new stores and plans to open 30 more outlets across Africa. A discussion arises on the risks associated with vaping and e-cigarettes, aiming to understand the severe pulmonary illness known as EVALI. Additionally, the prevalence of consultations and cooperative diplomatic activities is observed. Finally, a pleasant episode is highlighted, wherein a Doberman Pinscher is gifted to the United States Army from the community of Galt."
1402,2023-01-05,3,801,150,801,"Microsoft CEO Satya Nadella announced that the company is now building global products in India, a shift from their previous strategy of building elsewhere and selling in India. Best Inc. offers certification programs and training materials for technicians to update their knowledge and skills in electronics standards and procedures. Harman, a Samsung subsidiary, showcased a driver monitoring system at CES that can measure the driver's heart rate using in-cabin radar technology. In politics, the post-Trump GOP faced challenges in electing a Speaker of the House during a time of crisis. Overall, these summaries cover a range of topics including technology, business, and politics."
1403,2023-01-05,4,1685,377,1673,"1. Chinese President Xi Jinping has promised wide cooperation to Philippine President Ferdinand Marcos Jr, including support for Chinese investment in the Philippines.
2. Barron's highlights the best new investment opportunities in stocks, IPOs, ETFs, options, bonds, commodities, currencies, cryptocurrencies, futures, and more.
3. Rising carbon dioxide levels are altering the composition of rice, leading to potential increase in nutrition-related diseases. Efforts are being made by medical students to integrate environmental health into the curriculum.
4. CAPREIT has announced its year-end 2022 results and a conference call.
In summary, Xi promises cooperation to Marcos, Barron's highlights investment opportunities, rising CO2 levels affect rice composition, and CAPREIT announces year-end results."
1404,2023-01-05,5,698,147,687,"Microsoft is now building global products in India, a departure from their previous practice of building products elsewhere and selling them in India. Stamford officials are focused on increasing roadway safety with their Vision Zero initiative. The post-Trump GOP experienced challenges electing a Speaker of the House during a time of national crisis. Airbus has joined the Voyager Space Team for the Starlab Commercial Space Station. The Malouf Foundation is encouraging participation in Human Trafficking Prevention Month to educate the public and prevent this crime."
1405,2023-01-05,7,432,77,422,"Students in West Milford schools raised nearly $3,000 to support veterans of foreign wars. Microsoft plans to build global products in India, and a major gaming industry event will take place in Nairobi. Tesla promotes executive Tom Zhu, and there have been calls for Elon Musk's resignation. Overall, these news articles cover various topics including support for veterans, business developments, gaming industry events, and changes within Tesla's executive team."
1406,2023-01-05,8,380,81,376,"The summaries of the top-5 related articles include: 1) Indian visa applications are now available online for Switzerland, Australia, and Taiwan. 2) Pope Benedict XVI, who recently passed away, served as the head of the Catholic Church and was the focus of the Media Research Center's mission to combat news media falsehoods and censorship. 3) Brent futures for oil took a significant loss, dropping by 4.6% to $78.35 a barrel. Both benchmarks also saw a similar decline to $73.36 a barrel. 4) A recent study shows an increase in accidental cannabis edibles poisoning among children under six years old, with 2-year-olds having the highest exposure. Symptoms include central nervous system depression. 5) MSN has appointed a new sysadmin to join their team."
1407,2023-01-05,11,620,147,610,"China's pursuit of justice in international courts is facing challenges, particularly in the case of the US strike on General Soleimani. Itamar Ben-Gvir's move has angered Palestinians and US allies in the Arab world, threatening the status quo in Jerusalem. The Co-Founding Journey Keyboardist has joined their 50th anniversary tour, including upcoming shows like ""Sasquatch on Google Home"" and ""House of Hair."" Airbus has joined the Voyager Space Team for the Starlab Commercial Space Station. Catalyst launches the Essential Case for AirPods Pro (2nd Generation) at Pepcom Digital Experience in Las Vegas."
1408,2023-01-05,17,294,66,292,"In the first round of the 2004 presidential election, 121 million Indonesians voted, highlighting the country's democratic progress. However, concerns arise as Indonesia's political system shows signs of becoming more authoritarian. The post-Trump GOP struggled to elect a Speaker of the House, reflecting a government in crisis. Opelika continues its efforts to combat human trafficking and maintain its status as a ""Trafficking Free City."" The recent release of Donald Trump's tax returns sparks debate about the complexities and inequities of the tax system. Lastly, a US District Judge orders restitution in a call center scam, highlighting the consequences of fraudulent activities."
1409,2023-01-05,19,469,74,469,"Drones equipped with U.S. technology are being used to target Ukraine, causing significant harm. Car bombs in central Somalia have resulted in multiple casualties and destruction. A guide has been published on surviving an attempted murder in a Wyoming high school. Minnesota has established a permanent reparations commission for racial justice. Khloe Kardashian's appearance in a magazine shoot has sparked controversy due to her resemblance to Taylor Swift."
1410,2023-01-06,1,1178,252,1147,"During the COVID-19 pandemic, a significant number of Americans stopped attending church services, and a report found that one-third of them never returned. Lancaster University established the UK's first ""light pollution study center"" to investigate the impact of light pollution on human health and nature. Social media use in teens was linked to brain changes, and there was a yard sales contest held at Weiss Lake in Georgia."
1411,2023-01-06,2,667,128,667,"Summary: In a series of upcoming meetings, Joe Biden, Justin Trudeau, and Mexican President Andres Manuel Lopez-Obrador (AMLO) will discuss trade, economic, and energy policies. President Trump proposed a plan to eliminate drug cartels. Populism may face exposure in 2023 due to party crises. The University of Oklahoma offers international students a free tool called Interstride for connecting with international jobs. Non-compete clauses may be prohibited in the United States as per a new rule by the Federal Trade Commission. Additionally, Kennesaw recently inaugurated an inclusive swing at Swift-Cantrell Park."
1412,2023-01-06,3,810,153,800,"In the first article, the OPCW's efforts to clarify outstanding issues in Syria have not progressed, and a reduced team will conduct limited activities in the country. The second article discusses ESG compliance as a focus for 2023. The third article criticizes President Biden for factual errors and gaffes in a speech about the border. The fourth article mentions the appointment of a sysadmin to a team. The final article is not available."
1413,2023-01-06,4,1837,388,1785,The first article summary reports that a third of Americans surveyed no longer attend worship services since the beginning of the COVID-19 pandemic. The second summary mentions that Southwest Airlines assures passengers still waiting for their bags that they should receive them in a matter of days.
1414,2023-01-06,5,722,140,698,"In Bolivia, the arrest of opposition leader Luis Fernando Camacho has sparked protests as many believed it was an April Fools' joke. MSN has appointed a sysadmin to join their team, while EcoFlow showcased various portable solutions at CES 2023. Additionally, the Warren County school board honored a teacher and took care of agenda items. Lastly, Synthomer is selling its films business to focus on specialty chemicals."
1415,2023-01-06,7,333,70,326,"1. Mohave County District 5 approved two COVID relief projects, addressing the ongoing pandemic's impacts in the area.
2. A new memoir reveals the former monarch's claim that there wasn't enough money to support an actress in the royal family, giving a glimpse into the realities of being a royal.
3. Brazil's return to the Community of Latin American and Caribbean States (Celac) will be confirmed by former president Lula during the upcoming Summit of Heads of State in Buenos Aires.
4. Animoca is seeking to raise around $1 billion for its Web3 fund, following significant losses due to the collapse of the cryptocurrency exchange FTX.com.
5. The IRS warns taxpayers to avoid unexpected tax bills by making their fourth-quarter payment before January 17th, as missing the deadline could result in financial penalties."
1416,2023-01-06,8,500,91,490,"El Chapo Guzman, convicted on 10 counts in the US, was released by the order of President Andrés Manuel López Obrador to prevent further violence. In 2023, ESG compliance will be a key focus. The labor market is defying expectations, with a persistent demand for IT talent. Stellantis, the fifth largest automaker, aims to drastically reduce its carbon footprint. These summaries cover events related to public announcements, labor market trends, and environmental goals."
1417,2023-01-06,11,689,131,642,"In one event related to the consult category, Dianne Feinstein accuses trustees of financial abuse by denying her funds and calls for their suspension. Another event revolves around Stellantis, the world's fifth largest automaker, setting ambitious goals to reduce its carbon footprint by the end of the decade."
1418,2023-01-06,17,453,94,443,"In a special forces operation in Culiacan, Ovidio Guzman, also known as ""El Raton,"" was briefly arrested for the second time, leading to clashes and public safety concerns. Another arrest in Jasper by federal authorities remains shrouded in mystery. Meanwhile, the release of ""El Chapo"" Guzmán from a United States conviction was ordered to prevent further violence. The other summaries are unrelated to the event."
1419,2023-01-06,19,518,88,518,"In the top 5 related article summaries, a Nicaraguan migrant reacts to changes on Title 42 at the US-Mexico border, while American Legion Post 16 discusses the prevalence of PTSD among veterans. An unsuccessful request occurs, and the death of former pope Benedict XVI is mourned by many. Finally, two outdoor air pollutants, ozone and fine particulate matter, are associated with asthma attacks in children living in low-income urban areas."
1420,2023-01-07,1,718,148,703,"In the top-five related article summaries, Prince Harry's memoir uncovers personal struggles and tensions within the royal family. The mayor calls for the removal of the CEO of BOPA after canceling a parade for the third time. Retired Lt. Gen. Rod Bishop criticizes the military vaccine mandate for exacerbating personnel shortages in various career fields and hindering recruitment. Phase three data from biotech company Biogen and a Japanese maker shows a drug that reduces brain decline in nearly 27% of patients, promising potential longer lives for many."
1421,2023-01-07,2,328,69,328,"In late 2019, the Chinese government downplayed the severity of a new deadly virus that emerged in Wuhan. By the time the city was locked down, the virus had already spread to other countries. The Oyate Court criminal justice reform effort announced its expansion, and a property housing the Ice House Theatre and The Creative Center was appraised at $900,000. MSN appointed a sysadmin to their team, and there are divisions among House Republicans regarding the speaker position."
1422,2023-01-07,3,518,81,458,"The summaries cover a range of topics including the possibility of Ukraine obtaining western tanks, President Biden's comments on the Capitol police officer's death, fundraising for a theater center, and BMW offering subscription-based access to certain features. The event types discussed include public announcements, consultations, future collaboration, and conceding."
1423,2023-01-07,4,956,221,956,"Prince Harry's memoir reveals personal struggles and tension within the royal family. A stolen Range Rover worth £100,000 belonging to a UK couple has been traced to Tilbury Port, en route to the Democratic Republic of Congo. A Canadian man pleads guilty to illegally bringing non-US citizens into the country. The House of Representatives is facing difficulties in electing a new speaker. Medical data shows that a drug developed by a Massachusetts-based company and a Japanese maker has the potential to reduce brain decline in patients by 27%."
1424,2023-01-07,5,485,104,483,"In the first article, Biden links the ""sick insurrectionists"" to the death of a Capitol police officer, who was killed by a Nation of Islam supporter. The second article discusses the appointment of a sysadmin to MSN's sysadmin team. The third article highlights the Alzheimer's Foundation's encouragement of scheduling annual memory screenings. Lastly, the fourth article mentions the celebration of Three Kings' Day on the last of the 12 days of Christmas."
1425,2023-01-07,7,379,55,334,"In Durham and Wake County, the LIFE Skills Foundation supports young adults aging out of foster care by providing housing and comprehensive services. The Ice House Theatre and The Creative Center received significant contributions to their building fund. Lashawn Farmer joins the River District Association to expand design initiatives. Syrian refugee Sarah Mardini hopes to prove her innocence in a Greek court. Lovely Poo Poo introduces sustainable bamboo tissue as an eco-friendly alternative to traditional toilet paper."
